run,node_id,num_nodes,num_txn_workers,num_txns,cc_scheme,use_switch,switch_no_conflict,lm_on_switch,csv_file_cycles,workload,ycsb_table_size,ycsb_write_prob,ycsb_hot_size,ycsb_hot_prob,ycsb_remote_prob,tpcc_num_warehouses,tpcc_num_districts,tpcc_home_w_id,new_order_remote_prob,payment_remote_prob,switch_entries,smallbank_table_size,smallbank_hot_prob,smallbank_remote_prob,smallbank_hot_size,micro_recirc_prob,local_read_lock_failed,local_write_lock_failed,local_lock_success,local_lock_waiting,remote_lock_failed,remote_lock_success,remote_lock_waiting,switch_aborts,tpcc_no_warehouse_read,tpcc_no_district_write,tpcc_no_customer_read,tpcc_no_warehouse_f_get,tpcc_no_district_f_get,tpcc_no_customer_f_get,tpcc_no_stock_acquired,tpcc_no_item_acquired,tpcc_no_commits,tpcc_pay_warehouse_write,tpcc_pay_district_write,tpcc_pay_customer_write,tpcc_pay_warehouse_f_get,tpcc_pay_district_f_get,tpcc_pay_customer_f_get,tpcc_pay_commits,micro_recirc_recircs,ycsb_read_commits,ycsb_write_commits,smallbank_amalgamate_commits,smallbank_balance_commits,smallbank_deposit_checking_commits,smallbank_send_payment_commits,smallbank_write_check_commits,smallbank_transact_saving_commits,tpcc_no_txns,tpcc_pay_txns,tpcc_pay_warehouse_read,tpcc_pay_district_read,commit_latency,latch_contention,remote_latency,local_latency,switch_txn_latency,total_tps,total_cps,total_commits,total_aborts,total_txns,total_on_switch,avg_duration
0,3,8,20,500000,no_wait,true,true,false,cycles.csv,ycsb,10000000,50,1251,75,20,0,0,0,0,0,10008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,821027,820992,9999583,417,10000000,7500324,12179864
0,4,8,20,500000,no_wait,true,true,false,cycles.csv,ycsb,10000000,50,1251,75,20,0,0,0,0,0,10008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,819446,819406,9999506,494,10000000,7499186,12203354
0,5,8,20,500000,no_wait,true,true,false,cycles.csv,ycsb,10000000,50,1251,75,20,0,0,0,0,0,10008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,814076,814042,9999582,418,10000000,7500136,12283860
0,6,8,20,500000,no_wait,true,true,false,cycles.csv,ycsb,10000000,50,1251,75,20,0,0,0,0,0,10008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,834922,834887,9999582,418,10000000,7500413,11977157
0,7,8,20,500000,no_wait,true,true,false,cycles.csv,ycsb,10000000,50,1251,75,20,0,0,0,0,0,10008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,833021,832986,9999589,411,10000000,7501432,12004499
0,0,8,20,500000,no_wait,true,true,false,cycles.csv,ycsb,10000000,50,8193,75,20,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271698,265823,9783748,216252,10000000,114447,36805487
0,1,8,20,500000,no_wait,true,true,false,cycles.csv,ycsb,10000000,50,8193,75,20,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271249,265383,9783718,216282,10000000,114724,36866362
0,2,8,20,500000,no_wait,true,true,false,cycles.csv,ycsb,10000000,50,8193,75,20,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158347,155431,9815794,184206,10000000,114343,63152082
0,3,8,20,500000,no_wait,true,true,false,cycles.csv,ycsb,10000000,50,8193,75,20,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271447,265566,9783372,216628,10000000,114372,36839600
0,4,8,20,500000,no_wait,true,true,false,cycles.csv,ycsb,10000000,50,8193,75,20,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270935,265067,9783386,216614,10000000,114313,36909105
0,5,8,20,500000,no_wait,true,true,false,cycles.csv,ycsb,10000000,50,8193,75,20,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270903,265039,9783568,216432,10000000,113893,36913569
0,6,8,20,500000,no_wait,true,true,false,cycles.csv,ycsb,10000000,50,8193,75,20,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273113,267189,9783123,216877,10000000,114135,36614878
0,7,8,20,500000,no_wait,true,true,false,cycles.csv,ycsb,10000000,50,8193,75,20,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273028,267097,9782802,217198,10000000,114288,36626272
0,0,8,20,500000,no_wait,true,true,false,cycles.csv,ycsb,10000000,50,8193,75,20,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261559,256339,9800399,199601,10000000,1145030,38232151
0,1,8,20,500000,no_wait,true,true,false,cycles.csv,ycsb,10000000,50,8193,75,20,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261344,256125,9800296,199704,10000000,1144102,38263706
0,2,8,20,500000,no_wait,true,true,false,cycles.csv,ycsb,10000000,50,8193,75,20,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165902,162903,9819239,180761,10000000,1144131,60276358
0,3,8,20,500000,no_wait,true,true,false,cycles.csv,ycsb,10000000,50,8193,75,20,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261496,256272,9800225,199775,10000000,1143794,38241476
0,4,8,20,500000,no_wait,true,true,false,cycles.csv,ycsb,10000000,50,8193,75,20,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261352,256109,9799376,200624,10000000,1145188,38262509
0,5,8,20,500000,no_wait,true,true,false,cycles.csv,ycsb,10000000,50,8193,75,20,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261259,256019,9799412,200588,10000000,1143275,38276054
0,6,8,20,500000,no_wait,true,true,false,cycles.csv,ycsb,10000000,50,8193,75,20,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166379,163366,9818916,181084,10000000,1144293,60103626
0,7,8,20,500000,no_wait,true,true,false,cycles.csv,ycsb,10000000,50,8193,75,20,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262932,257659,9799457,200543,10000000,1144114,38032577
0,0,8,20,500000,no_wait,true,true,false,cycles.csv,ycsb,10000000,50,8193,75,20,0,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,822686,822641,9999455,545,10000000,7498082,12155299
0,1,8,20,500000,no_wait,true,true,false,cycles.csv,ycsb,10000000,50,8193,75,20,0,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,819321,819277,9999469,531,10000000,7499393,12205226
0,2,8,20,500000,no_wait,true,true,false,cycles.csv,ycsb,10000000,50,8193,75,20,0,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,818791,818747,9999471,529,10000000,7498183,12213128
0,3,8,20,500000,no_wait,true,true,false,cycles.csv,ycsb,10000000,50,8193,75,20,0,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,822030,821987,9999482,518,10000000,7499570,12165001
0,4,8,20,500000,no_wait,true,true,false,cycles.csv,ycsb,10000000,50,8193,75,20,0,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,818161,818117,9999459,541,10000000,7498217,12222522
